Fiscal Year,Related Gov't Units,Organization Group Code,Organization Group,Department Code,Department,Program Code,Program,Character Code,Character,Object Code,Object,Sub-object Code,Sub-object,Fund Type Code,Fund Type,Fund Code,Fund,Fund Category Code,Fund Category,Job Family,Job,FTE
2016,No,04,Community Health,DPH,Public Health,DMS,Substance Abuse - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,Public Health,Epidemiologist 2,0.23
2016,No,04,Community Health,DPH,Public Health,DPD,Comm Hlth - Prevention - Disease Control,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SCHS,Community Health Services Fund,4,Grants,Human Services,Medical Social Worker,1
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CAL,Family And Children's Service,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Human Services,Protective Services Supervisor,31
2016,No,01,Public Protection,ADP,Adult Probation,ASH,Administration - Adult Probation,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Budget, Admn & Stats Analysis",Pr Administrative Analyst,1
2016,No,04,Community Health,DPH,Public Health,FAM,Mental Health - Children's Program,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Human Services,Psychiatric Social Worker,48.65
2016,No,02,"Public Works, Transportation & Commerce",PRT,Port,BKY,Maintenance,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5P,Port Of San Francisco Funds,5PAAA,Port Operating Fund,1,Operating,"Clerical, Secretarial & Steno",Senior Clerk,1
2016,No,04,Community Health,DPH,Public Health,FAL,Children's Baseline,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1,Operating,Med Therapy & Auxiliary,Health Worker 2,5
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CGV,Welfare to Work,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Clerical, Secretarial & Steno",Principal Clerk,1
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BKJ,General Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SPWF,"Public Works, Transp. & Commerce Fund",5,Work Orders/Overhead,Information Systems,IS Engineer-Journey,2.77
2016,Yes,06,General Administration & Finance,RET,Retirement System,FDF,Investment,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,7P,Pension Trust Funds,7PRET,Employees' Retirement System,1,Operating,Management,Manager VI,7
2016,No,04,Community Health,DPH,Public Health,D5S,SFGH - Emergency - Psychiatric Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1,Operating,Nursing,Psychiatric Technician,8.4
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CAG,Calworks,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Clerical, Secretarial & Steno",Senior Clerk Typist,17
2016,No,02,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,BDO,Hetchy Water Operations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,1,Operating,Supervisory-Labor & Trade,Utility Plumber Supervisor 2,1
2016,No,01,Public Protection,DAT,District Attorney,AII,Support Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,Manager III,2
2016,No,02,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,BAX,Wastewater Operations,001,Salaries,005,Temp Salaries-Misc,00501,Temp-Regular-Misc,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1,Operating,Turnover Allowance/Adjustment,Temporary Positions,0.48
2016,No,01,Public Protection,POL,Police,ACV,Office Of Citizen Complaints,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Legal & Court,Attorney (Civil/Criminal),4.77
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG6,Facilities,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Administrative-DPW/PUC,Sewage Treatment Plant Supt,1
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FAC,City Administrator - Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Positions Not Detailed - Miscellaneous,-1
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG1,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,"Payroll, Billing & Accounting",Pr Payroll & Personnel Clerk,2
2016,No,01,Public Protection,POL,Police,ACM,Operations And Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Personnel,EEO Senior Specialist,1
2016,No,06,General Administration & Finance,CON,Controller,FDC,Payroll And Personnel Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,Information Systems,IS Programmer Analyst-Senior,1
2016,No,02,"Public Works, Transportation & Commerce",WTR,PUC Water Department,BDJ,Water Source Of Supply,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1,Operating,Energy & Environment,Utility Specialist,4
2016,No,04,Community Health,DPH,Public Health,FAL,Children's Baseline,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Nursing,Psychiatric Technician,1.52
2016,No,02,"Public Works, Transportation & Commerce",HHP,PUC Hetch Hetchy,BDO,Hetchy Water Operations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5T,PUC Hetch Hetchy Funds,5TAAA,Hetch Hetchy Operating Fund,1,Operating,"Budget, Admn & Stats Analysis",Administrative Analyst,2
2016,No,01,Public Protection,SHF,Sheriff,AFC,Custody,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Attrition Savings - Miscellaneous,-4.08
2016,No,04,Community Health,DPH,Public Health,D1H,SFGH - Acute Care - Hospital,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5H,General Hospital Medical Center Funds,5HAAA,General Hopsital Operating Fund,1,Operating,Med Therapy & Auxiliary,Health Program Coordinator 3,3.77
2016,No,05,Culture & Recreation,REC,Recreation and Park Commission,ECD,Structural Maintenance,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Administrative-Labor & Trades,Heavy Equip Ops Asst Sprv,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE3,"Security, Safety, Training & Enforcement",001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,5,Work Orders/Overhead,Street Transit,"Manager V, MTA",1
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BAM,Architecture,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SPWF,"Public Works, Transp. & Commerce Fund",5,Work Orders/Overhead,Professional Engineering,Eng/Arch/Landscape Arch Sr,5
2016,No,05,Culture & Recreation,LIB,Public Library,FAL,Children's Baseline,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SLIB,Public Library Fund,1,Operating,Library,Library Page,4.5
2016,No,01,Public Protection,ADP,Adult Probation,ASH,Administration - Adult Probation,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Senior Account Clerk,1
2016,No,04,Community Health,DPH,Public Health,DA5,Laguna Honda - Long Term Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5L,Laguna Honda Hospital Funds,5LAAA,Laguna Honda Operating Fund,1,Operating,Human Services,Eligibility Worker,3
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BEN,Rail & Bus Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,1,Operating,Street Transit,"Manager IV, MTA",7
2016,No,04,Community Health,DPH,Public Health,DHP,Primary Care - Ambu Care - Health Cntrs,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Accountant II,1
2016,No,02,"Public Works, Transportation & Commerce",PRT,Port,BKD,Maritime Operations & Marketing,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5P,Port Of San Francisco Funds,5PSBH,Port South Beach Harbor Fund,2,Annual Projects,SF Redevelopment Agency,Harbor Office Assistant (OCII),1.6
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FCO,Business Tax Fund,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,Manager III,1
2016,No,02,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,BCT,Finance,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WPUC,PUC Operating Fund,1,Operating,Management,Manager I,1
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FCT,Risk Management / General,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,"Budget, Admn & Stats Analysis",Senior Administrative Analyst,1
2016,No,04,Community Health,DPH,Public Health,DHA,Central Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Accountant IV,3.5
2016,No,01,Public Protection,SHF,Sheriff,ASB,Sheriff Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Probation & Parole,Rehabilitation Svcs Coord,1
2016,No,02,"Public Works, Transportation & Commerce",WTR,PUC Water Department,BDM,Water Treatment,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1,Operating,Construction Inspection,Senior Const Inspector,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE2,Parking & Traffic,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5N,MTA Parking & Traffic Funds,5NAAA,Parking & Traffic Operating Fund,1,Operating,Skilled Labor,Electrical Line Helper,2
2016,No,04,Community Health,DPH,Public Health,DPM,Comm Hlth - Prev - Maternal & Child Hlth,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Budget, Admn & Stats Analysis",Administrative Analyst,1.65
2016,No,04,Community Health,DPH,Public Health,DMM,Mental Health - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Human Services,Eligibility Worker,1
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG6,Facilities,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Journeyman Trade,Electronic Maintenance Tech,20
2016,No,04,Community Health,DPH,Public Health,DMM,Mental Health - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Human Services,"Marriage, Family & Child Cnslr",12.74
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FCS,Delinquent Revenue,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,"Clerical, Secretarial & Steno",Legal Secretary 2,0.38
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,FFH,Facilities Mgmt & Operations,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SRPF,Real Property Fund,3,Continuing Projects,"Budget, Admn & Stats Analysis",Management Assistant,2
2016,No,01,Public Protection,POL,Police,ACP,Work Order Services,001,Salaries,002,Permanent Salaries-Uniform,00201,Uniform-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,Police Services,Police Officer 3,14
2016,No,01,Public Protection,DAT,District Attorney,AII,Support Services,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Legal & Court,Victim/Witness Investigator 3,9
2016,No,02,"Public Works, Transportation & Commerce",PUC,PUC Public Utilities Commission,BCW,Human Resources,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WPUC,PUC Operating Fund,1,Operating,"Budget, Admn & Stats Analysis",Administrative Analyst,1
2016,No,02,"Public Works, Transportation & Commerce",WTR,PUC Water Department,BDK,Water Transmission/ Distribution,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5W,PUC Water Department Funds,5WAAA,Water Operating Fund,1,Operating,Management,Manager V,1
2016,No,04,Community Health,DPH,Public Health,DPB,Environmental Health Services,001,Salaries,005,Temp Salaries-Misc,00501,Temp-Regular-Misc,1G,General Fund,1GAGF,General Fund,1,Operating,Turnover Allowance/Adjustment,Temporary Positions,0.48
2016,No,04,Community Health,DPH,Public Health,DA5,Laguna Honda - Long Term Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5L,Laguna Honda Hospital Funds,5LAAA,Laguna Honda Operating Fund,1,Operating,"Clerical, Secretarial & Steno",Unit Clerk,16
2016,No,03,Human Welfare & Neighborhood Development,DSS,Human Services,CAI,County Adult Assistance Program,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Clerical, Secretarial & Steno",Senior Clerk Typist,21
2016,No,02,"Public Works, Transportation & Commerce",AIR,Airport Commission,BG8,Bureau Of Design And Construction,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5A,SF International Airport Funds,5AAAA,Airport Operating Fund,1,Operating,Sub-Professional Engineering,Engineering Associate 2,2
2016,No,06,General Administration & Finance,TTX,Treasurer/Tax Collector,FCL,Treasury,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Payroll, Billing & Accounting",Account Clerk,0.5
2016,No,05,Culture & Recreation,ART,Arts Commission,EER,Civic Collection,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,5,Work Orders/Overhead,"Budget, Admn & Stats Analysis",Pr Administrative Analyst,0.1
2016,No,03,Human Welfare & Neighborhood Development,ENV,Environment,CIR,Green Building,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SENV,Environmental Protection Program Fund,1,Operating,Public Service Aide,PS Aide To Prof,0.75
2016,No,01,Public Protection,JUV,Juvenile Probation,ASC,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Information Systems,IS Business Analyst-Senior,1
2016,No,04,Community Health,DPH,Public Health,DMM,Mental Health - Community Care,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,Manager II,7.7
2016,No,03,Human Welfare & Neighborhood Development,CHF,"Children, Youth & Their Families",CBI,Children's Fund Programs,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,2S,Special Revenue Funds,2SCHF,Children's Fund,1,Operating,Management,Manager I,0.77
2016,No,05,Culture & Recreation,REC,Recreation and Park Commission,ECU,Recreation,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Recreation,Recreation Coordinator,10
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,AUA,Animal Welfare,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Management,Dept Head II,1
2016,No,02,"Public Works, Transportation & Commerce",MTA,Municipal Transportation Agency,BE1,Administration,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5M,MTA Municipal Railway Funds,5MAAA,Muni Operating Fund,5,Work Orders/Overhead,"Clerical, Secretarial & Steno",Executive Secretary 3,1
2016,No,06,General Administration & Finance,ADM,General Services Agency - City Admin,AUA,Animal Welfare,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,Journeyman Trade,Stationary Engineer,1
2016,No,02,"Public Works, Transportation & Commerce",DPW,General Services Agency - Public Works,BAT,Street Use Management,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,1G,General Fund,1GAGF,General Fund,1,Operating,"Budget, Admn & Stats Analysis",Junior Administrative Analyst,2
2016,No,02,"Public Works, Transportation & Commerce",CWP,PUC Wastewater Enterprise,BDE,Wastewater Collection,001,Salaries,001,Permanent Salaries-Misc,00101,Misc-Regular,5C,PUC Wastewater Funds,5CAAA,Wastewater Operating Fund,1,Operating,Supervisory-Labor & Trade,Sewer Repair Supervisor,4
